Age,Gender,OrderedItem,When,Order Type,,
20,0,Boiled Eggs,Morning,Eat In,,
20,0,Boiled Eggs,Morning,Eat In,,
25,0,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
28,1,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
20,0,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
21,1,Boiled Eggs,Morning,Eat In,,
20,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
25,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
23,1,Boiled Eggs,Morning,Eat In,,
28,0,Boiled Eggs,Morning,Eat In,,
27,0,Boiled Eggs,Morning,Eat In,,
21,0,Boiled Eggs,Morning,Eat In,,
21,1,Boiled Eggs,Morning,Eat In,,
35,1,Boiled Eggs,Morning,Eat In,,
23,1,Boiled Eggs,Morning,Eat In,,
26,0,Boiled Eggs,Morning,Eat In,,
24,1,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
23,0,Boiled Eggs,Morning,Eat In,,
25,1,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
23,0,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
31,1,Boiled Eggs,Morning,Eat In,,
29,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
20,1,Boiled Eggs,Morning,Eat In,,
29,1,Boiled Eggs,Morning,Eat In,,
22,0,Boiled Eggs,Morning,Eat In,,
35,0,Boiled Eggs,Morning,Eat In,,
35,0,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
28,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
27,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
26,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
31,1,Cocktail,Afternoon,Eat In,,
9,0,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
8,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
7,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
38,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
25,1,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
38,1,Cocktail,Afternoon,Eat In,,
40,1,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
27,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
34,0,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
24,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
35,1,Cocktail,Afternoon,Eat In,,
29,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
9,0,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
9,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
8,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
6,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
23,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
27,1,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
9,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
24,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
24,0,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
26,1,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
33,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
23,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
26,0,Cocktail,Afternoon,Eat In,,
26,0,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
29,1,Cocktail,Afternoon,Eat In,,
27,0,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
27,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
28,1,Cocktail,Afternoon,Eat In,,
27,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
29,0,Cocktail,Afternoon,Eat In,,
31,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
10,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
28,0,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
25,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
28,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
20,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
28,0,Cocktail,Afternoon,Eat In,,
27,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
35,1,Cocktail,Afternoon,Eat In,,
23,1,Cocktail,Afternoon,Eat In,,
26,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
24,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
25,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
23,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
31,1,Cocktail,Afternoon,Eat In,,
29,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
29,0,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
35,0,Cocktail,Afternoon,Eat In,,
35,1,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
8,1,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
11,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
28,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
27,0,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
26,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
31,0,Cocktail,Afternoon,Eat In,,
9,0,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
8,1,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
7,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
17,1,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
24,0,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
8,0,Cocktail,Afternoon,Eat In,,
15,1,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
11,1,Cocktail,Afternoon,Eat In,,
8,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
14,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
13,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
24,0,Cocktail,Afternoon,Eat In,,
27,1,Cocktail,Afternoon,Eat In,,
9,1,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
19,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
25,0,Cocktail,Afternoon,Eat In,,
32,1,Cocktail,Afternoon,Eat In,,
28,1,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
7,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
21,1,Cocktail,Afternoon,Eat In,,
31,1,Cocktail,Afternoon,Eat In,,
22,1,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
24,1,Cocktail,Afternoon,Eat In,,
22,0,Cocktail,Afternoon,Eat In,,
33,1,Cocktail,Afternoon,Eat In,,
7,0,Cocktail,Afternoon,Eat In,,
6,0,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
12,1,Cocktail,Afternoon,Eat In,,
10,1,Cocktail,Afternoon,Eat In,,
14,1,Cocktail,Afternoon,Eat In,,
17,0,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
12,0,Cocktail,Afternoon,Eat In,,
16,0,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
19,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
18,1,Cocktail,Afternoon,Eat In,,
23,1,Cocktail,Afternoon,Eat In,,
18,0,Cocktail,Afternoon,Eat In,,
23,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
15,0,Cocktail,Afternoon,Eat In,,
13,1,Cocktail,Afternoon,Eat In,,
16,1,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
26,0,Cocktail,Afternoon,Eat In,,
21,0,Cocktail,Afternoon,Eat In,,
20,0,Cocktail,Afternoon,Eat In,,
23,1,Mango Juice,Afternoon,Eat In,,
20,0,Mango Juice,Afternoon,Eat In,,
21,0,Mango Juice,Afternoon,Eat In,,
28,0,Mango Juice,Afternoon,Eat In,,
25,0,Mango Juice,Afternoon,Eat In,,
24,0,Mango Juice,Afternoon,Eat In,,
13,0,Mango Juice,Afternoon,Eat In,,
16,0,Mango Juice,Afternoon,Eat In,,
15,0,Mango Juice,Afternoon,Eat In,,
12,1,Mango Juice,Afternoon,Eat In,,
11,1,Mango Juice,Afternoon,Eat In,,
24,1,Mango Juice,Afternoon,Eat In,,
18,1,Mango Juice,Afternoon,Eat In,,
19,0,Mango Juice,Afternoon,Eat In,,
21,0,Mango Juice,Afternoon,Eat In,,
18,1,Mango Juice,Afternoon,Eat In,,
17,1,Mango Juice,Afternoon,Eat In,,
23,0,Mango Juice,Afternoon,Eat In,,
22,1,Mango Juice,Afternoon,Eat In,,
24,1,Mango Juice,Afternoon,Eat In,,
22,1,Mango Juice,Afternoon,Eat In,,
22,1,Mango Juice,Afternoon,Eat In,,
25,1,Mango Juice,Afternoon,Eat In,,
21,1,Mango Juice,Afternoon,Eat In,,
23,1,Mango Juice,Afternoon,Eat In,,
34,1,Mango Juice,Afternoon,Eat In,,
17,1,Mango Juice,Afternoon,Eat In,,
13,0,Mango Juice,Afternoon,Eat In,,
10,0,Mango Juice,Afternoon,Eat In,,
11,0,Mango Juice,Afternoon,Eat In,,
13,0,Mango Juice,Afternoon,Eat In,,
13,0,Mango Juice,Afternoon,Eat In,,
20,0,Mango Juice,Afternoon,Eat In,,
11,0,Mango Juice,Afternoon,Eat In,,
10,0,Mango Juice,Afternoon,Eat In,,
15,1,Mango Juice,Afternoon,Eat In,,
14,1,Mango Juice,Afternoon,Eat In,,
20,0,Mango Juice,Afternoon,Eat In,,
10,1,Mango Juice,Afternoon,Eat In,,
50,1,Mango Juice,Afternoon,Eat In,,
11,1,Mango Juice,Afternoon,Eat In,,
9,1,Mango Juice,Afternoon,Eat In,,
14,1,Mango Juice,Afternoon,Eat In,,
12,1,Mango Juice,Afternoon,Eat In,,
11,0,Chicken Fry with Soda,Lunch,Eat In,,
16,1,Chicken Fry with Soda,Lunch,Eat In,,
18,1,Chicken Fry with Soda,Lunch,Eat In,,
19,1,Chicken Fry with Soda,Lunch,Eat In,,
12,1,Chicken Fry with Soda,Lunch,Eat In,,
16,0,Chicken Fry with Soda,Lunch,Eat In,,
15,1,Chicken Fry with Soda,Lunch,Eat In,,
18,1,Chicken Fry with Soda,Lunch,Eat In,,
7,1,Chicken Fry with Soda,Lunch,Eat In,,
